Coral;Fish;Age class;intercept;low.int;high.int;estimate.coral;low.coral;high.coral;estimate.turf;low.turf;high.turf;Bayesian P-value
agaricia spp;;;;;;;;;;;;
siderastrea spp;halichoeres dimidiatus;1;-0.48;-1.93;1.95;-1.24;-5.85;3.75;-3.47;-11.46;-0.13;0.069
siderastrea spp;ocyurus chrysurus;1;-0.49;-1.47;0.85;2;0.02;5.44;-0.33;-1.14;0.44;0.003
siderastrea spp;pomacanthus arcuatus;1;-2.32;-3.67;-1.11;-1.93;-4.45;0.88;1.59;-0.56;2.59;0.309
siderastrea spp;pseudupeneus maculatus;1;2.11;0.63;4.03;-8.24;-14.22;-3.76;-3.92;-7.36;-1.09;0.033
siderastrea spp;sparisoma axillare;1;1.65;0.84;2.63;-0.26;-1.14;0.72;-1.1;-2.26;-0.11;0.002
siderastrea spp;sparisoma frondosum;1;1.2;0.51;1.96;-0.81;-1.71;-0.01;-0.15;-1.01;0.6;0.066
siderastrea spp;thalassoma noronhanum;1;-0.87;-1.63;-0.16;1.33;0.28;2.74;-0.6;-1.37;0.14;0
siderastrea spp;abudefduf saxatilis;1;4.79;2.57;8.04;1.77;-0.85;6.28;-0.1;-2.48;1.57;0
siderastrea spp;acanthurus coeruleus;1;1.41;-0.06;4.52;2.84;0.14;9.4;-1.2;-2.55;-0.24;0.093
siderastrea spp;anisotremus virginicus;1;3.3;1.52;5.82;-3.67;-6.56;-1.48;-3.32;-6.43;-0.62;0.005
siderastrea spp;bodianus rufus;1;-0.22;-1.4;0.93;-4.52;-8.63;-1.89;0.16;-2.56;1.37;0.01
siderastrea spp;carangoides bartholomaei;1;0.1;-1.09;2.09;2.06;-0.35;7.1;-0.49;-1.49;0.38;0.018
siderastrea spp;caranx ruber;1;-0.4;-3.5;2.39;34.45;7.56;69.73;-14.3;-37.94;-2.66;0.363
siderastrea spp;haemulon aurolineatum;1;0.71;0;1.51;-1.5;-2.76;-0.46;0.02;-0.79;0.78;0
siderastrea spp;haemulon parra;1;-0.42;-3.3;2.44;-29.65;-71.48;-4;-6.34;-19.63;0.63;0.391
siderastrea spp;halichoeres bivittatus;1;-0.49;-3.76;2.47;4.24;-27;32.35;-33.79;-71.49;-5.93;0.29
siderastrea spp;halichoeres brasiliensis;1;0.47;-0.2;1.2;-1.48;-2.77;-0.33;0.61;-0.05;1.34;0
siderastrea spp;halichoeres poeyi;1;2.79;0.6;6.01;-9.24;-18.73;-3.27;-1.54;-6.96;2.65;0.001
siderastrea spp;holacanthus ciliaris;1;-0.36;-1.4;0.82;-1.87;-4.6;0;-2.63;-5.53;-0.37;0.091
siderastrea spp;holocentrus adscensionis;1;1.59;0.7;2.91;1.42;-0.08;4.33;0.27;-0.53;1.08;0
siderastrea spp;lutjanus jocu;1;0.8;-0.92;3.08;6.43;2.08;12.22;-1.86;-5.01;-0.4;0.042
siderastrea spp;pomacanthus paru;1;0.33;-0.42;1.32;0.45;-0.56;2.13;0.02;-0.7;0.75;0.009
siderastrea spp;scarus trispinosus;1;-0.94;-2.04;0.74;1.33;-0.49;4.39;-1.17;-3.05;-0.14;0.007
siderastrea spp;scarus zelindae;1;-0.39;-1.03;0.23;-0.64;-1.69;0.23;-0.31;-1.05;0.34;0.004
siderastrea spp;sparisoma amplum;1;-0.5;-1.76;1.66;0.21;-1.72;3.76;0.21;-0.94;1.33;0.166
siderastrea spp;sparisoma radians;1;-1.66;-4.31;1.31;-12.96;-52.24;-1.4;-1.76;-11.68;1.01;0.259
siderastrea spp;sphyraena barracuda;1;-2.49;-5.6;1.23;1.36;-8.89;23.55;-13.67;-57.04;-0.3;0.147
siderastrea spp;stegastes variabilis;1;0.01;-2.75;2.82;-34.95;-68.06;-9;-16.63;-39.61;1.5;0.613
siderastrea spp;lutjanus apodus;1;-0.35;-3.65;2.74;8.66;-36.04;55.72;-27.16;-62.61;-3.16;0.774
siderastrea spp;acanthostracion polygonius;1;0.35;-2.31;3.13;14.13;-3.3;38.58;-40.59;-76.82;-11.74;0.373
siderastrea spp;amblycirrhitus pinos;1;-0.35;-3.55;2.63;-2.72;-41.72;29.7;-29.76;-68.7;12.28;0.74
siderastrea spp;anisotremus surinamensis;1;-0.04;-3.06;2.95;-37.18;-74.87;-6.22;3.85;-14.85;20.71;0.293
siderastrea spp;aulostomus maculatus;1;-0.4;-3.61;2.48;-2.74;-41.81;30.01;-32.29;-71.77;0.31;0.713
siderastrea spp;cantherhines pullus;1;-1.32;-2.07;-0.61;-0.72;-2.11;0.36;-0.23;-0.94;0.52;0.106
siderastrea spp;canthidermis maculata;1;-1.78;-2.83;-0.79;0.33;-1.17;1.81;-0.2;-1.1;0.77;0.282
siderastrea spp;cephalopholis fulva;1;-1.88;-3.23;-0.82;-2.3;-5.26;-0.25;-0.32;-1.08;0.42;0.206
siderastrea spp;chromis multilineata;1;0.09;-0.83;1.07;-2.14;-4.14;-0.57;0.12;-0.93;1.08;0.001
siderastrea spp;clepticus brasiliensis;1;-0.5;-3.35;2.65;-27.31;-72.02;-0.67;2.2;-13.66;19.48;0.334
siderastrea spp;epinephelus adscensionis;1;-1.19;-2.21;-0.16;-0.29;-1.91;1.21;0.33;-0.65;1.51;0.676
siderastrea spp;halichoeres penrosei;1;-0.04;-3.06;2.93;-15.38;-45.79;5.45;-33.5;-70.78;-4.03;0.426
siderastrea spp;holacanthus tricolor;1;1.76;-0.61;4.77;-3.73;-15.3;6.6;-20.81;-45.81;-4.11;0.18
siderastrea spp;microspathodon chrysurus;1;-2.37;-4.63;-0.63;-5.22;-12.48;-0.67;0.09;-1.08;1.49;0.399
siderastrea spp;scomberomorus regalis;1;-0.06;-3.09;2.88;-8.97;-50.26;26.23;-25.69;-67.94;23.63;0.793
siderastrea spp;halichoeres radiatus;1;-0.02;-1.1;2.63;2.8;0.53;10.3;-0.03;-0.9;0.8;0.002
siderastrea spp;lutjanus analis;1;-0.26;-3.44;2.6;9.5;-34.19;53.74;-27.98;-61.64;-2.23;0.757
siderastrea spp;mycteroperca bonaci;1;-0.5;-2.07;2.37;1.12;-2.69;8.05;-0.39;-3.85;0.97;0.344
siderastrea spp;pseudocaranx dentex;1;0.77;-1.49;3.74;3.91;-0.22;9.58;11.37;2.06;28.73;0.509
siderastrea spp;stegastes fuscus;1;-0.43;-1.23;0.36;-1.05;-2.48;0.15;1.47;0.46;2.8;0.073
siderastrea spp;bothus ocellatus;1;-0.29;-3.62;2.72;26.68;-23.48;67.45;15.06;0.2;48.79;0.583
siderastrea spp;coryphopterus glaucofraenum;1;-0.02;-3.32;3.89;2.69;-17.35;17.64;4.15;-1.78;25.45;0.478
siderastrea spp;malacanthus plumieri;1;-2.63;-4.1;-1.48;2.3;0.99;3.98;1.66;0.16;3.51;0.759
siderastrea spp;stegastes rocasensis;1;-1.9;-2.94;-0.98;2.14;0.92;3.59;0.14;-0.86;1.26;0.508
siderastrea spp;aluterus scriptus;1;-0.28;-3.61;2.66;37.61;5.95;75.36;5.17;-3.25;18.26;0.157
siderastrea spp;melichthys niger;1;-3.99;-6.24;-2.28;2.14;0.8;3.9;0.32;-1.29;2.13;0.41
siderastrea spp;rypticus saponaceus;1;-0.02;-2.89;2.9;7.46;-14.7;35.66;36.67;7.03;76.57;0.817
siderastrea spp;mulloidichthys martinicus;1;-1.33;-3.96;1.97;9.62;1.18;34.24;10.95;-0.4;52.64;0.51
siderastrea spp;caranx latus;1;-0.44;-3.43;2.56;-2.61;-31.75;30.8;33.87;2.33;70.06;0.469
siderastrea spp;diodon hystrix;1;0.24;-2.36;3;-9.47;-37.62;12.05;-33.96;-75.61;0.72;0.418
siderastrea spp;cryptotomus roseus;1;1.22;-2.17;4.93;10.32;-0.57;22.43;0.59;-1.34;3.07;0.02
siderastrea spp;odontoscion dentex;1;-3.28;-6.38;-0.08;-4.58;-14.38;3.17;6.25;0.51;35.53;0.549
siderastrea spp;aluterus monoceros;1;-0.02;-3.16;2.89;29.38;-27.18;71.19;13.31;-2.34;42.4;0.667
siderastrea spp;haemulon steindachneri;1;-1.3;-4.59;1.7;4.35;-18.47;27.68;34.27;8.96;69.92;0.48
siderastrea spp;lactophrys trigonus;1;-0.16;-3.23;2.7;26.94;-27.24;72.54;14.18;-2.16;51.92;0.658
siderastrea spp;mycteroperca acutirostris;1;-1.23;-2.83;0.4;-5.7;-20.89;-0.65;5.37;0.98;22.47;0.34
siderastrea spp;sphoeroides spengleri;1;0.16;-1.21;2.01;-4.31;-9.97;-0.98;3.48;0.83;8.6;0.023
siderastrea spp;synodus intermedius;1;-0.02;-2.9;2.93;-20.77;-58.05;4.4;28.4;2.46;63.6;0.736
siderastrea spp;balistes vetula;1;-0.25;-3.5;2.99;-29.1;-71.25;-0.08;4.84;-27.24;43.48;0.276
siderastrea spp;canthigaster figueiredoi;1;-1.07;-2.95;2.64;-1.89;-9.44;1.58;2.04;-0.36;10.93;0.192
siderastrea spp;chilomycterus spinosus spinosus;1;1.26;-1.62;4.54;1.96;-10.93;12.86;-3.57;-15.68;1.58;0.191
siderastrea spp;diplodus argenteus;1;-0.79;-1.72;0.01;-2.18;-4.15;-0.62;1.42;0.49;2.53;0.303
siderastrea spp;labrisomus nuchipinnis;1;0.05;-2.91;3.1;-31.45;-68.02;-1.48;3.12;-28.45;35.09;0.417
siderastrea spp;dactylopterus volitans;1;-0.44;-4.27;2.78;-18.21;-56.02;6.12;1.54;-49.5;57.13;0.523
siderastrea spp;kyphosus sectatrix;1;-0.04;-2.94;2.92;-22.33;-52.85;-1.61;-0.15;-53.62;58.68;0.541
siderastrea spp;aulostomus strigosus;1;-0.14;-3.35;2.94;-17.48;-52.38;6.27;-12.43;-65.57;46.62;0.602
siderastrea spp;caranx crysos;1;1.23;-1.39;4.11;3.96;-8.17;16.17;-12.88;-57.42;27.17;0.602
siderastrea spp;fistularia tabacaria;1;-0.01;-2.96;2.89;-32.92;-69.99;-3.59;-0.94;-32.99;34.23;0.597
siderastrea spp;chaenopsis ocellata;1;-0.35;-3.88;2.72;-18.23;-50.56;1.31;-15.3;-66.48;38.63;0.507
siderastrea spp;chaetodon striatus;1;-0.29;-3.05;2.7;-32.51;-71.03;-1.71;-14.09;-39.26;8.76;0.078
siderastrea spp;priacanthus arenatus;1;-2.46;-5.82;1.78;-8.16;-34.45;0.82;-5.28;-51.14;32.26;0.323
siderastrea spp;bodianus pulchellus;1;-1.72;-2.76;-0.9;-1.32;-3.44;0.11;0.24;-0.52;1.11;0.098
siderastrea spp;chaetodon sedentarius;1;0.05;-2.95;3.09;14.36;-3.47;41.15;28.02;-0.1;67.94;0.216
siderastrea spp;elacatinus figaro;1;-0.25;-3.19;2.55;38.59;8.99;74.84;0.37;-31.21;24.17;0.628
siderastrea spp;serranus baldwini;1;1.3;-0.88;4.1;7.56;0.14;15.33;0.11;-2.91;2.78;0.559
siderastrea spp;sphoeroides greeleyi;1;-0.25;-3.26;2.57;37.45;8.17;75.46;0.45;-31.77;26.23;0.619
siderastrea spp;stephanolepis hispidus;1;-1.26;-2.07;-0.55;-0.98;-2.53;0.15;0.26;-0.44;1.05;0.01
siderastrea spp;sparisoma tuiupiranga;1;-2.18;-3.54;-0.17;-1.1;-3.61;0.83;-0.55;-1.36;1.22;0.459
siderastrea spp;epinephelus morio;1;-0.32;-3.58;2.86;-25.19;-62.57;-0.24;15.05;-1.91;42.21;0.208
siderastrea spp;heteropriacanthus cruentatus;1;-0.41;-3.74;2.54;-8.24;-49.22;25.82;-26.95;-66.56;12;0.474
siderastrea spp;myrichthys ocellatus;1;-0.35;-3.76;2.67;-6.67;-49.43;29.55;-27.21;-66.67;12.02;0.468
siderastrea spp;acanthostracion quadricornis;1;-0.25;-3.36;2.59;36.61;0.82;74.21;-3.6;-41.45;18.89;0.504
siderastrea spp;epinephelus marginatus;1;-3.92;-7.04;-1.67;-6.58;-13.27;-1.89;3.07;1.02;6.16;0.242
siderastrea spp;mugil curema;1;-0.37;-3.76;2.73;10.74;-33.79;55.43;-27.78;-68.73;-0.4;0.4
siderastrea spp;orthopristis ruber;1;-0.29;-3.43;2.66;-17.1;-53.66;6.59;27.89;-4.18;69.56;0.175
siderastrea spp;kyphosus vaigiensis;1;-3.42;-7.26;1.22;-0.2;-21.29;31.96;8.48;-0.37;45.2;0.17
siderastrea spp;mycteroperca interstitialis;1;-1.24;-5.08;2.09;4.47;-33.07;41.4;21.44;-0.64;59.21;0.508
siderastrea spp;eucinostomus melanopterus;1;-4.46;-7.38;-2.24;-1.53;-6.7;1.46;1.95;-0.32;5.15;0.227
siderastrea spp;lutjanus cyanopterus;1;-1;-5.78;2.52;4.23;-42.7;52.68;19.67;-0.35;58.64;0.432
siderastrea spp;calamus penna;1;-0.2;-3.63;2.88;-17.86;-50.28;2.49;-3.17;-59.89;61.24;0.603
siderastrea spp;seriola rivoliana;1;-0.23;-3.59;2.9;-18.25;-49.93;2.26;-10.71;-62.05;46.93;0.597
siderastrea spp;parablennius pilicornis;1;-0.23;-3.68;2.91;-8.55;-50.75;31.75;21.78;-19.52;66.04;0.733
siderastrea spp;pareques acuminatus;1;-0.16;-3.2;2.67;-14.99;-58.08;22.38;20.86;-26.65;62.47;0.691
siderastrea spp;rhomboplites aurorubens;1;-4.13;-6.67;-2.17;-1.99;-6.64;0.84;0.94;-0.73;3.12;0.402
siderastrea spp;sphoeroides testudineus;1;-0.15;-3.19;2.97;-13.85;-55.53;22.33;17.85;-30.33;62.7;0.793
siderastrea spp;myripristis jacobus;1;-0.14;-3.34;2.88;-22.21;-64.86;19.32;11.58;-39.09;64.4;0.791
siderastrea spp;acanthurus chirurgus;2;-0.45;-3.41;2.26;38.48;8.95;75.64;-14.37;-31.44;-3.99;0.301
siderastrea spp;chaenopsis ocellata;2;-2.8;-4.36;-1.56;-1.16;-3.85;0.68;-1.01;-1.98;-0.09;0.573
siderastrea spp;sparisoma frondosum;2;0.4;-1.56;3.26;1.6;-2.08;8.18;-1.74;-4.54;-0.06;0.639
siderastrea spp;sparisoma axillare;2;0.64;-2.18;3.87;8.2;-0.89;20.58;-3.49;-8.65;-0.68;0.432
siderastrea spp;sparisoma radians;2;-0.03;-2.84;2.95;-40.11;-78.83;-7.95;-6.75;-20.34;3.17;0.371
siderastrea spp;stegastes variabilis;2;-0.6;-1.76;1.06;-0.73;-2.83;1.54;0.31;-0.61;1.37;0.268
siderastrea spp;thalassoma noronhanum;2;-1.18;-1.97;-0.45;1.42;0.4;2.6;-0.72;-1.48;0.01;0.269
siderastrea spp;acanthurus coeruleus;2;0.9;-1.47;4.11;5.56;-0.94;16.58;-2.73;-6.78;-0.44;0.102
siderastrea spp;chaetodon striatus;2;3.31;0.95;6.92;-6.49;-14.84;-1.72;-3.04;-8.66;1.03;0
siderastrea spp;stegastes fuscus;2;1;0.29;1.75;-1.23;-2.34;-0.28;0.6;-0.13;1.33;0.012
siderastrea spp;amblycirrhitus pinos;2;-0.3;-3.41;2.61;-3.52;-44.06;31.15;-30.71;-69.22;9.65;0.721
siderastrea spp;chromis multilineata;2;2.11;-0.47;5.33;-8.42;-19.57;0;9.83;1.33;22.65;0.236
siderastrea spp;haemulon squamipinna;2;-1.72;-2.88;-0.5;-0.06;-1.71;1.5;-0.79;-3.48;0.55;0.376
siderastrea spp;halichoeres brasiliensis;2;0.17;-2.72;3.3;-26.93;-64.99;3.31;15.01;-2.07;40.52;0.438
siderastrea spp;halichoeres penrosei;2;-1;-4.41;1.94;-13.82;-36.71;0.03;-30.58;-68.37;-4.59;0.231
siderastrea spp;halichoeres poeyi;2;-0.39;-1.25;0.49;-1.5;-3.37;-0.08;0.53;-0.35;1.57;0.015
siderastrea spp;ophioblennius macclurei;2;-0.14;-2.97;2.85;-5.9;-50.12;30.77;-27.22;-68.73;20.18;0.797
siderastrea spp;serranus baldwini;2;-1.14;-1.94;-0.41;-0.98;-2.53;0.19;0.16;-0.58;0.93;0.035
siderastrea spp;haemulon aurolineatum;2;0.04;-2.61;2.69;28.45;7.31;58.16;32.28;7.51;61.3;0.529
siderastrea spp;abudefduf saxatilis;2;1.79;0.3;4.13;1.87;-1.05;7.38;1.14;0.22;2.29;0.056
siderastrea spp;stegastes rocasensis;2;-1.94;-3;-1.04;2.17;0.95;3.68;0.15;-0.89;1.29;0.447
siderastrea spp;apogon americanus;2;-0.34;-3.48;2.59;34.04;6.65;71.07;-3.63;-40.15;22.64;0.649
siderastrea spp;halichoeres radiatus;2;0.43;-1.62;3.32;4.77;0.68;12;-0.38;-2.01;1.02;0.529
siderastrea spp;coryphopterus glaucofraenum;2;0.01;-2.85;2.88;-37.65;-74.99;-7.08;-5.55;-20.63;5.95;0.648
siderastrea spp;acanthurus bahianus;2;-2.03;-3.44;-0.58;0.41;-1.07;2.6;2.94;-0.05;4.84;0.037
siderastrea spp;cryptotomus roseus;2;-0.54;-1.36;0.26;-1.02;-2.6;0.2;0.35;-0.46;1.33;0.002
siderastrea spp;sparisoma tuiupiranga;2;-0.87;-1.56;-0.24;-0.08;-1.11;0.74;-0.12;-0.81;0.59;0.136
siderastrea spp;haemulon plumierii;2;-0.12;-3.13;2.82;26.75;-33.43;73.58;13.84;-1.93;46.81;0.652
siderastrea spp;canthigaster figueiredoi;2;0.95;-0.7;3.69;-0.6;-4.47;5.85;1.88;-0.08;5.47;0.016
siderastrea spp;malacoctenus delalandii;2;-0.04;-3.26;2.91;-9.3;-58.53;38.54;18.31;-20.32;59.57;0.621
siderastrea spp;ocyurus chrysurus;2;0.04;-3.15;3.2;-6.94;-56.99;37.03;20.73;-14.99;59.53;0.652
siderastrea spp;pomacanthus paru;2;-0.12;-3.24;2.87;-2.8;-53.17;40.85;22.07;-12.77;61.23;0.633
siderastrea spp;scarus zelindae;2;1.69;-0.88;4.64;1.29;-33.35;30.88;2.07;-26.85;30.58;0.376
siderastrea spp;anisotremus moricandi;2;-2.02;-5.25;2.22;-5.62;-33.16;7.54;-4.38;-48.35;29.07;0.36
siderastrea spp;sphoeroides spengleri;2;-0.93;-2.41;1.24;-2.95;-7.25;-0.36;1.48;-0.04;4.89;0.318
siderastrea spp;chaetodon sedentarius;2;-1.82;-2.74;-1.03;-0.48;-2.01;0.73;0;-0.81;0.86;0.667
siderastrea spp;bodianus pulchellus;2;0.07;-2.67;2.82;19.53;-0.53;45.76;30.12;3.33;63.05;0.684
siderastrea spp;chilomycterus spinosus spinosus;2;-0.21;-3.1;2.58;38.75;9.37;78.19;1.63;-26.74;27.68;0.618
siderastrea spp;holocentrus adscensionis;2;0.4;-2.27;3.35;15.26;-3.07;41.77;-34.99;-71.81;-0.83;0.292
siderastrea spp;pseudupeneus maculatus;2;-1.63;-3.25;1.81;-1.31;-5.85;0.93;0.49;-1.89;2.77;0.217
siderastrea spp;stephanolepis hispidus;2;-2.16;-3.12;-1.32;-0.35;-1.76;0.71;0.07;-0.8;1.08;0.363
siderastrea spp;bodianus rufus;2;-0.42;-3.82;2.79;-10.52;-51.13;27.33;24.64;-12.75;63.32;0.377
siderastrea spp;diplodus argenteus;2;0;-2.75;2.79;-35.09;-70.35;-6.28;-0.39;-35.57;36.83;0.42
siderastrea spp;sphoeroides greeleyi;2;-0.35;-3.87;2.81;-3.36;-50.43;37.9;25.09;-12.68;65.64;0.698
siderastrea spp;anisotremus virginicus;2;-0.33;-3.64;2.63;-2.42;-47.37;34.95;24.38;-8.41;62.96;0.711
siderastrea spp;labrisomus nuchipinnis;2;-0.36;-3.89;2.66;-4.47;-51.02;36.93;23.46;-15.52;66.81;0.683
siderastrea spp;sphoeroides testudineus;2;-0.41;-3.77;2.58;-5.33;-53.7;37.88;22.03;-16.57;61.69;0.701
siderastrea spp;synodus synodus;2;-0.19;-3.6;2.92;-10.57;-57.55;34.9;19.77;-24.9;63.95;0.741
siderastrea spp;sparisoma amplum;2;-0.11;-3.1;2.7;-16.75;-57.39;24.3;13.7;-32.46;60.87;0.798
